listing_date,model_name,city,mileage_kmpl,age_years,kms_driven,owner,price_inr_thousands,fuel_pct_change_1yr
2022-02-23,TVS Jupiter,Bengaluru,52,3.6,27488,1st Owner,44.3,5.39
2024-09-23,Bajaj Pulsar 150,Bengaluru,45,3.3,23336,1st Owner,62.9,4.94
2024-10-18,TVS Jupiter,Delhi,52,1.2,5347,1st Owner,65.8,5.07
2025-12-30,Hero HF Deluxe,Delhi,68,2.9,23711,3rd Owner,36.4,4.6
2022-07-24,TVS Jupiter,Delhi,52,7.1,46369,1st Owner,23.2,12.41
2024-02-25,Suzuki Access 125,Mumbai,50,2.3,14460,2nd Owner,51.7,9.44
2022-09-05,KTM Duke 200,Mumbai,32,5.1,31477,1st Owner,82.6,10.57
2024-06-21,Royal Enfield Classic 350,Delhi,35,6.8,41897,1st Owner,65.6,9.97
2023-03-20,Hero HF Deluxe,Delhi,68,7.7,32817,3rd Owner,18.2,-0.24
2022-02-10,Bajaj Pulsar 150,Bengaluru,45,3.0,16329,3rd Owner,60.1,0.0
2026-03-21,Bajaj Pulsar 150,Delhi,45,0.8,3770,1st Owner,94.0,4.41
2025-01-22,KTM Duke 200,Delhi,32,3.7,16012,1st Owner,110.2,4.98
2023-02-13,Suzuki Access 125,Mumbai,50,7.0,28912,1st Owner,28.5,0.6
2025-02-21,Suzuki Access 125,Bengaluru,50,0.7,4866,2nd Owner,69.7,4.83
2022-02-17,Hero HF Deluxe,Mumbai,68,7.1,41674,3rd Owner,18.3,5.27
2024-03-09,Hero Splendor Plus,Mumbai,65,7.4,46062,1st Owner,24.6,9.48
2024-10-30,Yamaha FZ-S,Mumbai,42,5.8,24786,1st Owner,48.0,4.69
2023-04-29,TVS Jupiter,Delhi,52,3.9,18078,3rd Owner,37.7,-2.13
2025-02-20,Honda Activa 6G,Delhi,55,4.8,35043,2nd Owner,33.6,5.02
2022-11-27,Bajaj Platina,Mumbai,62,6.9,43015,2nd Owner,22.9,5.01
2022-10-20,KTM Duke 200,Mumbai,32,2.5,14636,1st Owner,133.3,8.69
2024-11-03,KTM Duke 200,Bengaluru,32,4.4,34891,2nd Owner,86.0,4.81
2022-10-15,Bajaj Platina,Delhi,62,4.4,25835,2nd Owner,36.0,9.8
2022-04-21,Hero HF Deluxe,Bengaluru,68,6.8,51792,1st Owner,20.6,7.77
2025-03-16,Bajaj Pulsar 150,Bengaluru,45,0.6,3335,3rd Owner,82.9,4.81
2023-12-30,Hero Splendor Plus,Bengaluru,65,7.9,49619,3rd Owner,18.1,9.76
2026-02-17,Hero HF Deluxe,Mumbai,68,2.0,11918,1st Owner,49.2,4.17
2024-08-30,Yamaha FZ-S,Delhi,42,1.6,13876,2nd Owner,84.2,5.18
2022-03-14,TVS Jupiter,Bengaluru,52,4.7,34325,2nd Owner,31.7,5.96
2022-03-02,Bajaj Platina,Bengaluru,62,7.6,59074,3rd Owner,17.3,5.4
2025-04-09,Honda Activa 6G,Mumbai,55,0.6,5643,3rd Owner,63.3,4.62
2026-02-16,Suzuki Access 125,Bengaluru,50,6.0,39744,2nd Owner,29.4,4.27
2022-04-20,Hero Splendor Plus,Bengaluru,65,6.9,49376,3rd Owner,20.8,7.72
2023-06-06,Yamaha FZ-S,Bengaluru,42,7.3,31747,1st Owner,36.6,-3.74
2024-02-06,KTM Duke 200,Delhi,32,5.0,42414,2nd Owner,71.8,10.04
2024-09-14,Royal Enfield Classic 350,Delhi,35,3.0,20709,1st Owner,121.2,5.16
2026-03-19,Hero HF Deluxe,Bengaluru,68,2.8,23484,2nd Owner,38.2,4.23
2026-01-12,Hero HF Deluxe,Delhi,68,2.1,15829,2nd Owner,44.4,4.57
2025-05-17,Bajaj Pulsar 150,Bengaluru,45,7.1,36823,3rd Owner,30.2,4.71
2022-12-16,TVS Jupiter,Bengaluru,52,3.2,25748,1st Owner,47.4,3.97
2023-05-01,Bajaj Pulsar 150,Delhi,45,4.8,31968,1st Owner,48.8,-2.22
2025-04-20,Royal Enfield Classic 350,Delhi,35,2.6,18814,1st Owner,137.7,4.9
2022-04-08,Royal Enfield Classic 350,Delhi,35,5.7,30888,2nd Owner,74.7,7.52
2022-09-06,TVS Jupiter,Bengaluru,52,0.7,3207,1st Owner,68.7,10.82
2022-10-19,Royal Enfield Classic 350,Delhi,35,2.4,19781,1st Owner,138.9,9.39
2025-12-03,Yamaha FZ-S,Bengaluru,42,5.8,28669,1st Owner,47.0,4.52
2022-09-24,KTM Duke 200,Bengaluru,32,3.5,19309,1st Owner,105.8,10.42
2024-04-30,KTM Duke 200,Mumbai,32,4.5,26699,1st Owner,88.8,9.44
2024-06-06,Hero Splendor Plus,Bengaluru,65,0.6,3081,1st Owner,69.7,9.61
2023-01-22,Suzuki Access 125,Mumbai,50,5.7,38165,1st Owner,34.5,0.56
2022-11-03,Hero Splendor Plus,Mumbai,65,5.3,33736,1st Owner,31.9,7.33
2023-01-18,Yamaha FZ-S,Bengaluru,42,1.9,9978,3rd Owner,71.5,0.59
2024-10-31,Hero HF Deluxe,Bengaluru,68,0.8,6957,1st Owner,59.8,4.81
2023-12-28,TVS Jupiter,Delhi,52,4.4,27565,1st Owner,40.4,10.23
2022-10-25,Hero Splendor Plus,Mumbai,65,1.2,10362,1st Owner,63.6,8.21
2022-01-18,Bajaj Platina,Mumbai,62,0.6,5241,1st Owner,66.8,0.0
2026-05-25,Bajaj Platina,Delhi,62,6.0,52923,1st Owner,24.8,4.44
2022-10-28,KTM Duke 200,Mumbai,32,3.4,24474,2nd Owner,100.7,7.91
2025-11-17,Royal Enfield Classic 350,Delhi,35,2.6,19069,2nd Owner,121.7,4.68
2022-03-01,KTM Duke 200,Mumbai,32,7.2,34251,1st Owner,63.6,5.24
2022-03-14,Yamaha FZ-S,Mumbai,42,5.2,23280,1st Owner,52.0,5.81
2023-05-17,Suzuki Access 125,Delhi,50,1.3,10600,1st Owner,67.3,-2.98
2023-10-10,Suzuki Access 125,Delhi,50,5.0,23155,1st Owner,38.9,0.54
2022-05-15,TVS Jupiter,Delhi,52,5.5,43924,3rd Owner,26.1,9.32
2023-11-14,Yamaha FZ-S,Bengaluru,42,1.4,7540,2nd Owner,81.8,3.85
2026-02-13,Royal Enfield Classic 350,Mumbai,35,6.7,46242,2nd Owner,59.5,4.23
2025-05-26,Bajaj Platina,Bengaluru,62,0.8,3313,1st Owner,67.9,4.68
2025-08-12,Hero Splendor Plus,Bengaluru,65,4.6,26482,2nd Owner,35.4,4.64
2022-07-15,KTM Duke 200,Bengaluru,32,2.2,10302,1st Owner,142.8,11.87
2026-01-03,KTM Duke 200,Delhi,32,3.5,22527,1st Owner,113.9,4.6
2023-09-11,Bajaj Pulsar 150,Delhi,45,1.7,12010,2nd Owner,80.3,-0.28
2023-05-30,Honda Activa 6G,Mumbai,55,3.0,14563,1st Owner,50.0,-3.37
2024-09-01,TVS Jupiter,Delhi,52,0.8,6605,1st Owner,65.2,5.19
2025-01-27,Honda Activa 6G,Delhi,55,1.2,5528,2nd Owner,65.7,4.94
2024-08-09,Bajaj Platina,Bengaluru,62,0.7,6103,1st Owner,65.8,5.05
2022-09-01,Hero Splendor Plus,Mumbai,65,4.5,39204,2nd Owner,31.9,10.61
2026-02-20,Honda Activa 6G,Bengaluru,55,1.2,8899,2nd Owner,61.4,4.27
2025-06-29,Yamaha FZ-S,Mumbai,42,2.5,22101,1st Owner,73.8,4.58
2022-08-24,Royal Enfield Classic 350,Bengaluru,35,2.7,21012,1st Owner,132.5,11.09
2024-02-08,Hero Splendor Plus,Delhi,65,5.4,29842,1st Owner,34.6,10.04
2023-08-07,Yamaha FZ-S,Mumbai,42,1.9,13701,2nd Owner,79.0,-0.98
2026-04-20,Bajaj Pulsar 150,Delhi,45,3.9,20581,2nd Owner,56.0,4.49
2026-02-03,Hero Splendor Plus,Bengaluru,65,5.5,46953,3rd Owner,25.2,4.38
2023-10-10,Honda Activa 6G,Bengaluru,55,2.4,20359,2nd Owner,47.1,0.52
2025-12-03,TVS Jupiter,Bengaluru,52,6.2,52866,1st Owner,26.4,4.52
2025-12-27,Royal Enfield Classic 350,Bengaluru,35,5.8,23362,2nd Owner,78.8,4.43
2024-01-25,Royal Enfield Classic 350,Bengaluru,35,3.3,26724,1st Owner,119.7,9.73
2023-04-05,TVS Jupiter,Delhi,52,7.6,49044,2nd Owner,20.5,-1.03
2025-05-21,Hero HF Deluxe,Mumbai,68,2.5,16439,2nd Owner,42.2,4.6
2025-10-28,Bajaj Pulsar 150,Delhi,45,4.9,24915,1st Owner,49.9,4.69
2024-07-17,Hero Splendor Plus,Delhi,65,7.2,39132,2nd Owner,23.3,10.0
2024-06-20,Hero HF Deluxe,Mumbai,68,7.4,32661,1st Owner,22.9,9.36
2022-07-15,TVS Jupiter,Delhi,52,3.1,21549,1st Owner,47.9,12.4
2023-03-21,Hero HF Deluxe,Mumbai,68,1.7,9960,1st Owner,50.4,-0.29
2024-08-19,TVS Jupiter,Mumbai,52,1.2,10056,3rd Owner,55.5,4.96
2024-05-27,KTM Duke 200,Delhi,32,7.2,59247,1st Owner,52.8,10.05
2024-03-14,Yamaha FZ-S,Mumbai,42,1.3,5999,2nd Owner,84.2,9.47
2022-10-02,Bajaj Pulsar 150,Delhi,45,1.4,11017,1st Owner,91.9,10.72
2023-11-10,Royal Enfield Classic 350,Mumbai,35,1.9,14018,1st Owner,148.3,3.36
2024-02-21,Yamaha FZ-S,Mumbai,42,0.8,6540,2nd Owner,89.9,9.48
2024-03-10,TVS Jupiter,Mumbai,52,6.9,39524,2nd Owner,24.1,9.5
2024-12-31,KTM Duke 200,Delhi,32,7.1,48160,1st Owner,58.1,4.92
2026-03-08,Honda Activa 6G,Mumbai,55,7.6,30645,2nd Owner,23.0,4.16
2023-05-27,Honda Activa 6G,Bengaluru,55,4.0,26864,1st Owner,42.8,-3.31
2025-05-19,Royal Enfield Classic 350,Delhi,35,7.4,65354,1st Owner,54.6,4.89
2023-09-22,Hero Splendor Plus,Mumbai,65,1.5,13145,1st Owner,55.6,-0.02
2023-08-11,Royal Enfield Classic 350,Delhi,35,7.7,52005,3rd Owner,47.9,-0.96
2023-10-25,Hero HF Deluxe,Mumbai,68,4.4,32715,1st Owner,30.7,1.86
2023-01-17,Hero Splendor Plus,Delhi,65,3.6,25193,1st Owner,43.5,0.58
2022-11-24,Yamaha FZ-S,Mumbai,42,4.2,27267,1st Owner,58.8,5.31
2026-05-28,Hero HF Deluxe,Mumbai,68,3.2,16823,1st Owner,42.4,4.2
2023-01-25,KTM Duke 200,Bengaluru,32,0.8,6221,2nd Owner,154.9,0.63
2023-06-26,Suzuki Access 125,Delhi,50,8.0,39095,1st Owner,25.0,-4.71
2024-09-09,Yamaha FZ-S,Delhi,42,0.7,3110,2nd Owner,91.0,5.19
2024-06-12,Honda Activa 6G,Mumbai,55,2.8,14380,2nd Owner,51.6,9.38
2025-08-12,Bajaj Pulsar 150,Bengaluru,45,6.9,44167,1st Owner,37.2,4.64
2025-09-06,KTM Duke 200,Delhi,32,7.5,34947,1st Owner,62.9,4.73
2022-10-07,Yamaha FZ-S,Bengaluru,42,3.5,26052,2nd Owner,61.6,10.16
2022-08-15,Hero HF Deluxe,Bengaluru,68,6.4,31377,3rd Owner,21.2,11.32
2025-06-17,Honda Activa 6G,Delhi,55,3.7,26136,2nd Owner,39.9,4.88
2025-01-26,Honda Activa 6G,Mumbai,55,3.4,22472,1st Owner,46.4,4.65
2026-03-27,Suzuki Access 125,Mumbai,50,3.0,20823,2nd Owner,49.6,4.15
2026-04-17,Royal Enfield Classic 350,Mumbai,35,7.2,50426,1st Owner,60.6,4.24
2023-01-03,Hero HF Deluxe,Delhi,68,1.4,9808,2nd Owner,47.3,0.58
2025-08-19,Royal Enfield Classic 350,Mumbai,35,5.7,47174,2nd Owner,70.5,4.49
2024-07-14,Hero Splendor Plus,Delhi,65,1.9,14486,1st Owner,57.8,10.03
2025-10-02,KTM Duke 200,Bengaluru,32,0.6,4373,1st Owner,167.1,4.59
2025-12-12,Hero Splendor Plus,Delhi,65,2.9,12362,1st Owner,51.8,4.67
2023-12-31,Suzuki Access 125,Delhi,50,6.1,48406,1st Owner,30.1,10.18
2022-12-23,Yamaha FZ-S,Bengaluru,42,2.9,13327,2nd Owner,70.6,0.61
2022-12-31,Yamaha FZ-S,Delhi,42,4.8,25751,2nd Owner,49.5,0.61
2026-06-29,Hero Splendor Plus,Delhi,65,1.9,12655,2nd Owner,49.5,4.36
2022-02-11,Bajaj Pulsar 150,Delhi,45,3.3,15847,2nd Owner,59.2,0.0
2023-03-27,Honda Activa 6G,Bengaluru,55,4.4,38400,1st Owner,35.1,-0.57
2024-05-25,Suzuki Access 125,Mumbai,50,2.6,18792,1st Owner,53.2,9.43
2022-04-01,Bajaj Pulsar 150,Bengaluru,45,7.6,39686,1st Owner,32.0,6.9
2022-01-07,Royal Enfield Classic 350,Delhi,35,8.0,43208,3rd Owner,45.9,0.0
2026-02-10,TVS Jupiter,Delhi,52,6.1,38363,2nd Owner,25.8,4.52
2022-06-07,TVS Jupiter,Bengaluru,52,7.4,54679,1st Owner,23.1,9.97
2023-06-04,Hero HF Deluxe,Bengaluru,68,4.2,17834,3rd Owner,29.0,-3.63
2023-09-05,Yamaha FZ-S,Mumbai,42,4.9,33043,1st Owner,49.5,-0.35
2022-07-23,Bajaj Platina,Mumbai,62,2.8,18348,1st Owner,50.5,11.63
2022-05-18,Yamaha FZ-S,Delhi,42,0.6,4308,2nd Owner,96.4,9.45
2024-11-11,Royal Enfield Classic 350,Mumbai,35,6.0,36963,1st Owner,78.3,4.67
2022-09-07,Royal Enfield Classic 350,Mumbai,35,0.6,4580,2nd Owner,161.2,10.55
2022-05-20,TVS Jupiter,Mumbai,52,6.5,46891,2nd Owner,23.7,8.93
2026-04-14,Hero HF Deluxe,Mumbai,68,4.0,31867,3rd Owner,27.5,4.22
2022-10-28,Honda Activa 6G,Delhi,55,6.6,49375,1st Owner,26.3,8.46
2022-05-16,Yamaha FZ-S,Mumbai,42,1.0,6918,3rd Owner,82.9,8.75
2025-01-08,KTM Duke 200,Bengaluru,32,3.2,22891,3rd Owner,100.7,4.77
2024-12-25,Yamaha FZ-S,Delhi,42,2.3,11832,2nd Owner,75.9,4.86
2026-02-05,Hero HF Deluxe,Delhi,68,1.6,13565,1st Owner,48.8,4.53
2022-11-03,Royal Enfield Classic 350,Delhi,35,3.6,20012,3rd Owner,96.0,7.84
2025-05-27,KTM Duke 200,Delhi,32,2.4,16272,1st Owner,133.0,4.86
2025-12-12,Hero HF Deluxe,Bengaluru,68,2.3,10293,2nd Owner,43.6,4.5
2023-03-01,KTM Duke 200,Delhi,32,7.8,39844,3rd Owner,47.5,0.6
2025-05-22,Hero Splendor Plus,Mumbai,65,2.1,15552,1st Owner,55.7,4.59
2022-03-01,TVS Jupiter,Delhi,52,3.7,16280,1st Owner,45.6,5.62
2025-08-15,Bajaj Platina,Mumbai,62,6.8,59322,1st Owner,22.9,4.54
2026-05-19,TVS Jupiter,Mumbai,52,5.9,39637,1st Owner,30.7,4.18
2023-10-30,Hero Splendor Plus,Mumbai,65,4.5,19663,2nd Owner,36.8,2.33
2022-09-14,Yamaha FZ-S,Delhi,42,4.7,27188,1st Owner,56.4,11.12
2022-03-24,KTM Duke 200,Bengaluru,32,5.7,38798,1st Owner,75.9,6.5
2024-08-21,Royal Enfield Classic 350,Delhi,35,6.6,41440,2nd Owner,61.2,5.27
2024-02-22,TVS Jupiter,Bengaluru,52,7.2,48498,1st Owner,23.7,9.7
2026-05-31,Bajaj Pulsar 150,Bengaluru,45,7.4,62581,1st Owner,29.3,4.28
2022-07-08,KTM Duke 200,Delhi,32,4.6,39801,1st Owner,88.4,12.02
2026-06-06,Honda Activa 6G,Bengaluru,55,2.7,22397,1st Owner,50.2,4.23
2023-09-13,Yamaha FZ-S,Delhi,42,1.1,5775,1st Owner,97.5,-0.21
2025-10-24,Royal Enfield Classic 350,Mumbai,35,2.9,15448,1st Owner,129.0,4.44
2022-04-17,Royal Enfield Classic 350,Bengaluru,35,5.2,35004,2nd Owner,74.5,7.59
2023-04-14,Royal Enfield Classic 350,Mumbai,35,1.1,5881,1st Owner,167.8,-1.36
2024-10-31,Hero Splendor Plus,Delhi,65,0.8,4344,1st Owner,69.0,5.0
2024-02-11,Hero Splendor Plus,Delhi,65,6.7,47298,3rd Owner,21.0,10.07
2025-06-20,Bajaj Platina,Bengaluru,62,5.0,30320,1st Owner,33.7,4.7
2022-04-20,Bajaj Pulsar 150,Mumbai,45,1.0,8560,3rd Owner,75.8,7.53
2023-09-23,Suzuki Access 125,Delhi,50,7.5,61154,2nd Owner,20.1,0.0
2025-07-20,Honda Activa 6G,Bengaluru,55,5.9,35745,2nd Owner,30.2,4.63
2022-01-08,KTM Duke 200,Mumbai,32,7.6,30434,2nd Owner,57.5,0.0
2026-06-24,TVS Jupiter,Bengaluru,52,1.3,9478,2nd Owner,60.5,4.2
2024-12-22,Hero HF Deluxe,Delhi,68,7.4,47148,2nd Owner,18.0,4.85
2025-02-19,Royal Enfield Classic 350,Delhi,35,5.6,49050,1st Owner,73.1,5.0
2022-01-21,Hero HF Deluxe,Mumbai,68,4.5,27277,1st Owner,32.0,0.0
2023-02-20,Suzuki Access 125,Bengaluru,50,7.7,39685,2nd Owner,24.4,0.61
2023-06-01,Hero HF Deluxe,Delhi,68,3.4,28661,2nd Owner,33.8,-3.68
2026-06-29,Bajaj Platina,Bengaluru,62,1.4,8677,2nd Owner,52.7,4.2
2022-08-03,Yamaha FZ-S,Delhi,42,2.1,17667,2nd Owner,77.7,12.17
2023-12-03,TVS Jupiter,Mumbai,52,2.6,10604,2nd Owner,47.0,5.52
2026-01-26,Bajaj Pulsar 150,Bengaluru,45,4.2,18072,1st Owner,60.9,4.4
2022-03-19,Royal Enfield Classic 350,Bengaluru,35,0.7,4191,2nd Owner,157.2,6.21
2023-05-22,Bajaj Platina,Bengaluru,62,1.2,9427,1st Owner,58.0,-3.07
2022-11-20,Honda Activa 6G,Delhi,55,1.8,15840,3rd Owner,53.2,6.04
2024-09-04,Hero HF Deluxe,Mumbai,68,6.5,33037,1st Owner,25.0,4.89
2022-11-21,Suzuki Access 125,Bengaluru,50,6.6,44830,3rd Owner,23.6,5.69
2024-04-15,KTM Duke 200,Bengaluru,32,1.3,10492,2nd Owner,138.9,9.71
2025-03-14,Hero HF Deluxe,Delhi,68,7.2,61929,3rd Owner,15.2,4.99
2024-05-31,Yamaha FZ-S,Bengaluru,42,3.1,20038,1st Owner,68.7,9.64
2023-09-13,Honda Activa 6G,Mumbai,55,3.6,21262,1st Owner,44.1,-0.2
2022-05-16,Suzuki Access 125,Delhi,50,5.8,46654,1st Owner,30.6,9.37
2024-07-08,Honda Activa 6G,Delhi,55,0.8,7068,2nd Owner,69.0,10.02
2023-01-11,Hero HF Deluxe,Bengaluru,68,4.4,36494,1st Owner,32.0,0.56
2024-03-30,Yamaha FZ-S,Bengaluru,42,4.3,27532,1st Owner,55.1,9.7
2025-12-07,Hero Splendor Plus,Mumbai,65,4.8,23683,2nd Owner,33.0,4.42
2025-12-25,Yamaha FZ-S,Delhi,42,3.9,21584,1st Owner,64.9,4.64
2025-06-14,KTM Duke 200,Delhi,32,0.7,5707,1st Owner,168.6,4.87
2023-09-05,Hero Splendor Plus,Mumbai,65,4.2,33809,1st Owner,36.5,-0.35
2024-08-08,TVS Jupiter,Delhi,52,0.9,4913,1st Owner,67.9,5.27
2022-07-24,Hero Splendor Plus,Mumbai,65,5.3,32846,1st Owner,32.6,11.6
2024-08-18,Hero HF Deluxe,Mumbai,68,4.4,38233,1st Owner,30.7,4.92
2022-10-31,Bajaj Platina,Delhi,62,4.2,17987,2nd Owner,35.8,8.17
2022-09-15,TVS Jupiter,Delhi,52,4.2,34693,2nd Owner,33.6,11.11
2026-03-12,Suzuki Access 125,Mumbai,50,5.6,42294,2nd Owner,30.2,4.2
2023-01-27,Hero HF Deluxe,Mumbai,68,6.1,28499,3rd Owner,22.1,0.6
2022-01-11,Bajaj Platina,Delhi,62,7.9,52909,1st Owner,18.5,0.0
2025-03-14,Hero Splendor Plus,Delhi,65,7.4,47706,1st Owner,22.6,4.99
2026-04-07,Bajaj Platina,Mumbai,62,1.0,8684,3rd Owner,54.9,4.17
2024-06-07,Suzuki Access 125,Mumbai,50,5.0,22725,1st Owner,41.2,9.4
2024-08-11,KTM Duke 200,Delhi,32,7.5,61231,3rd Owner,44.6,5.26
2025-05-27,Yamaha FZ-S,Bengaluru,42,1.6,10384,1st Owner,90.1,4.68
2025-12-18,Hero HF Deluxe,Bengaluru,68,3.2,16432,1st Owner,42.7,4.5
2026-02-25,Hero HF Deluxe,Mumbai,68,5.6,47733,1st Owner,25.6,4.17
2022-03-19,Royal Enfield Classic 350,Delhi,35,7.8,49937,2nd Owner,53.8,6.5
2023-11-29,Honda Activa 6G,Delhi,55,2.3,10774,3rd Owner,48.7,5.49
2025-04-17,Royal Enfield Classic 350,Bengaluru,35,4.0,17556,2nd Owner,101.4,4.71
2025-12-04,KTM Duke 200,Delhi,32,1.7,7443,2nd Owner,136.9,4.68
2024-06-19,TVS Jupiter,Mumbai,52,7.5,47788,2nd Owner,20.3,9.34
2022-03-13,Yamaha FZ-S,Delhi,42,4.8,39206,1st Owner,52.2,6.16
2025-01-29,Hero Splendor Plus,Bengaluru,65,2.8,15448,1st Owner,52.4,4.77
2024-03-12,Hero HF Deluxe,Delhi,68,5.1,33433,1st Owner,28.9,10.12
2022-09-12,Bajaj Pulsar 150,Mumbai,45,1.4,12160,1st Owner,89.5,10.43
2023-10-14,Honda Activa 6G,Bengaluru,55,3.0,19910,1st Owner,49.0,0.9
2026-02-27,Yamaha FZ-S,Mumbai,42,7.9,35437,3rd Owner,30.0,4.17
2025-06-23,Honda Activa 6G,Mumbai,55,7.6,31477,1st Owner,26.4,4.63
2023-04-24,KTM Duke 200,Delhi,32,2.0,14514,3rd Owner,119.0,-1.88
2025-02-01,Hero HF Deluxe,Mumbai,68,2.5,14218,1st Owner,42.9,4.71
2024-02-25,KTM Duke 200,Mumbai,32,2.1,16959,1st Owner,128.3,9.44
2023-06-05,Hero Splendor Plus,Mumbai,65,1.9,10345,1st Owner,55.2,-3.6
2022-12-28,Honda Activa 6G,Bengaluru,55,7.2,42517,1st Owner,25.6,0.56
2022-03-23,Suzuki Access 125,Bengaluru,50,6.4,43944,1st Owner,30.3,6.47
2022-05-22,Royal Enfield Classic 350,Bengaluru,35,6.3,47031,1st Owner,70.6,9.22
2022-05-22,Bajaj Pulsar 150,Mumbai,45,2.4,16339,2nd Owner,67.7,9.0
2026-01-16,Royal Enfield Classic 350,Bengaluru,35,4.0,18202,1st Owner,112.7,4.37
2023-11-16,Bajaj Pulsar 150,Bengaluru,45,1.7,9557,1st Owner,84.3,4.03
2026-02-20,Hero HF Deluxe,Delhi,68,4.2,24964,1st Owner,33.4,4.43
2024-11-24,TVS Jupiter,Delhi,52,3.6,16181,1st Owner,47.7,4.94
2026-03-23,Hero HF Deluxe,Mumbai,68,5.9,49494,2nd Owner,21.1,4.16
2025-08-09,KTM Duke 200,Bengaluru,32,3.8,18967,2nd Owner,93.5,4.62
2025-06-05,Suzuki Access 125,Bengaluru,50,8.0,52245,1st Owner,21.6,4.71
2026-03-27,Hero Splendor Plus,Mumbai,65,3.8,24426,1st Owner,40.9,4.15
2025-05-09,TVS Jupiter,Mumbai,52,4.7,40340,1st Owner,33.9,4.62
2023-07-28,Hero Splendor Plus,Delhi,65,7.7,36753,1st Owner,22.3,-5.54
2026-01-22,Royal Enfield Classic 350,Mumbai,35,1.7,10911,1st Owner,152.8,4.26
2024-10-31,Royal Enfield Classic 350,Bengaluru,35,5.4,29713,1st Owner,82.6,4.81
2023-11-02,Honda Activa 6G,Delhi,55,2.6,15986,2nd Owner,50.8,2.77
2025-10-12,Hero Splendor Plus,Delhi,65,2.4,16267,1st Owner,54.2,4.76
2022-05-01,Suzuki Access 125,Bengaluru,50,5.2,34737,2nd Owner,31.8,8.26
2026-03-12,Honda Activa 6G,Delhi,55,4.8,36741,1st Owner,36.9,4.45
2024-04-24,Yamaha FZ-S,Mumbai,42,2.3,16359,3rd Owner,64.3,9.43
2025-03-15,TVS Jupiter,Mumbai,52,2.9,14289,2nd Owner,44.2,4.71
2026-06-30,Suzuki Access 125,Delhi,50,0.6,4470,1st Owner,76.3,4.36
2026-02-22,Hero Splendor Plus,Delhi,65,1.4,6455,1st Owner,61.0,4.41
2025-10-07,Honda Activa 6G,Bengaluru,55,6.1,39847,3rd Owner,25.5,4.62
2025-07-30,Suzuki Access 125,Mumbai,50,6.4,32881,2nd Owner,29.2,4.5
2023-07-30,Honda Activa 6G,Mumbai,55,5.8,51840,1st Owner,27.4,-5.17
2022-01-20,Suzuki Access 125,Delhi,50,4.3,23636,1st Owner,43.3,0.0
2025-12-20,Bajaj Platina,Mumbai,62,4.5,28438,1st Owner,36.7,4.42
2024-01-30,Honda Activa 6G,Bengaluru,55,7.6,30951,3rd Owner,23.2,9.66
2025-10-05,Royal Enfield Classic 350,Bengaluru,35,7.7,42645,2nd Owner,53.1,4.61
2022-03-04,Hero Splendor Plus,Bengaluru,65,6.7,39117,1st Owner,25.8,5.49
2026-05-18,Hero Splendor Plus,Mumbai,65,4.9,27622,1st Owner,34.7,4.19
2023-06-28,Bajaj Pulsar 150,Bengaluru,45,5.5,48460,1st Owner,42.5,-4.61
2025-03-05,Royal Enfield Classic 350,Mumbai,35,3.4,29692,3rd Owner,95.8,4.73
2026-05-30,TVS Jupiter,Bengaluru,52,7.6,67866,1st Owner,20.6,4.28
2025-12-03,Honda Activa 6G,Mumbai,55,3.0,14825,1st Owner,49.4,4.43
2024-09-14,Suzuki Access 125,Delhi,50,2.5,18366,1st Owner,54.9,5.16
2025-09-12,Bajaj Pulsar 150,Bengaluru,45,5.6,25950,1st Owner,45.5,4.56
2022-01-20,Bajaj Pulsar 150,Bengaluru,45,4.1,32194,1st Owner,54.3,0.0
2024-07-02,Suzuki Access 125,Bengaluru,50,2.4,14477,2nd Owner,55.8,9.57
2025-01-09,Bajaj Platina,Bengaluru,62,5.1,35110,2nd Owner,27.8,4.77
2023-05-17,Bajaj Platina,Bengaluru,62,2.6,12721,2nd Owner,45.2,-2.87
2025-05-04,Honda Activa 6G,Mumbai,55,0.9,7876,1st Owner,73.0,4.63
2026-06-12,Bajaj Pulsar 150,Delhi,45,1.6,8145,1st Owner,86.5,4.38
2022-07-06,TVS Jupiter,Mumbai,52,6.0,39121,1st Owner,28.3,11.12
2023-01-06,Yamaha FZ-S,Mumbai,42,7.1,46753,1st Owner,35.5,0.55
2023-11-03,Yamaha FZ-S,Bengaluru,42,2.8,17687,1st Owner,74.3,2.76
2023-11-27,Hero HF Deluxe,Delhi,68,7.3,46604,2nd Owner,19.0,5.3
2025-04-26,Hero Splendor Plus,Mumbai,65,6.8,53084,1st Owner,24.4,4.62
2022-09-06,Suzuki Access 125,Bengaluru,50,6.4,51647,3rd Owner,23.8,10.82
2025-01-19,Bajaj Pulsar 150,Delhi,45,7.0,49952,2nd Owner,32.5,4.95
2022-03-18,Bajaj Pulsar 150,Delhi,45,4.0,24048,1st Owner,59.4,6.42
2024-02-10,Honda Activa 6G,Bengaluru,55,2.9,13120,2nd Owner,52.2,9.64
2026-01-19,TVS Jupiter,Bengaluru,52,1.3,10883,1st Owner,65.6,4.37
2023-12-07,Bajaj Pulsar 150,Delhi,45,2.1,9271,3rd Owner,65.6,6.23
2024-07-13,Bajaj Platina,Mumbai,62,4.9,31658,1st Owner,33.7,9.38
2023-05-02,Bajaj Platina,Delhi,62,5.4,32041,1st Owner,30.7,-2.29
